"DAY","INTERVAL_15MIN","PLANNED_LANES_SECURITY","TRANSFERFILTER_EF"
"2017-06-25","21:0","1","0"
"2017-06-25","21:15","1","0"
"2017-06-25","21:30","1","0"
"2017-06-25","21:45","1","39"
"2017-06-25","22:0","1","0"
"2017-06-25","22:15","1","0"
"2017-06-25","22:30","1","0"
"2017-06-25","22:45","1","0"
"2017-06-25","23:0","1","0"
"2017-06-25","23:15","1","0"
"2017-06-25","23:30","1","0"
"2017-06-25","23:45","1","0"
"2017-06-25","2:0","1","0"
"2017-06-25","2:15","1","0"
"2017-06-25","2:30","1","0"
"2017-06-25","2:45","1","0"
"2017-06-25","3:0","1","0"
"2017-06-25","3:15","1","0"
"2017-06-25","3:30","1","0"
"2017-06-25","3:45","1","0"
"2017-06-25","4:0","2","0"
"2017-06-25","4:15","2","0"
"2017-06-25","4:30","3","94"
"2017-06-25","4:45","3","127"
"2017-06-25","5:0","4","140"
"2017-06-25","5:15","4","83"
"2017-06-25","5:30","6","58"
"2017-06-25","5:45","6","188"
"2017-06-25","6:0","8","225"
"2017-06-25","6:15","8","314"
"2017-06-25","6:30","9","193"
"2017-06-25","6:45","9","117"
"2017-06-25","7:0","9","647"
"2017-06-25","7:15","9","419"
"2017-06-25","7:30","9","518"
"2017-06-25","7:45","9","344"
"2017-06-25","8:0","8","172"
"2017-06-25","8:15","8","252"
"2017-06-25","8:30","6","199"
"2017-06-25","8:45","6","312"
"2017-06-25","9:0","5","71"
"2017-06-25","9:15","5","0"
"2017-06-25","9:30","5","0"
"2017-06-25","9:45","5","0"
"2017-06-26","0:0","1","0"
"2017-06-26","0:15","0","0"
"2017-06-26","0:30","1","0"
"2017-06-26","0:45","1","0"
"2017-06-26","10:0","3","0"
"2017-06-26","10:15","3","1"
"2017-06-26","10:30","4","161"
"2017-06-26","10:45","4","200"
"2017-06-26","11:0","4","62"
"2017-06-26","11:15","4","69"
"2017-06-26","11:30","3","0"
"2017-06-26","11:45","3","101"
"2017-06-26","12:0","3","135"
"2017-06-26","12:15","3","1"
"2017-06-26","12:30","3","213"
"2017-06-26","12:45","3","25"
"2017-06-26","13:0","3","0"
"2017-06-26","13:15","3","137"
"2017-06-26","13:30","3","96"
"2017-06-26","13:45","3","0"
"2017-06-26","14:0","3","0"
"2017-06-26","14:15","3","50"
"2017-06-26","14:30","5","129"
"2017-06-26","14:45","5","213"
"2017-06-26","15:0","6","149"
"2017-06-26","15:15","6","367"
"2017-06-26","15:30","7","591"
"2017-06-26","15:45","7","205"
"2017-06-26","16:0","7","128"
"2017-06-26","16:15","7","13"
"2017-06-26","16:30","3","0"
"2017-06-26","16:45","3","0"
"2017-06-26","17:0","2","0"
"2017-06-26","17:15","2","0"
"2017-06-26","17:30","2","0"
"2017-06-26","17:45","2","0"
"2017-06-26","18:0","5","159"
"2017-06-26","18:15","5","202"
"2017-06-26","18:30","6","131"
"2017-06-26","18:45","6","331"
"2017-06-26","19:0","6","262"
"2017-06-26","19:15","6","227"
"2017-06-26","19:30","4","142"
"2017-06-26","19:45","4","19"
"2017-06-26","1:0","1","0"
"2017-06-26","1:15","1","3"
"2017-06-26","1:30","1","3"
"2017-06-26","1:45","1","0"
"2017-06-26","20:0","2","0"
"2017-06-26","20:15","2","0"
"2017-06-26","20:30","1","0"
"2017-06-26","20:45","1","0"
"2017-06-26","21:0","1","0"
"2017-06-26","21:15","1","0"
"2017-06-26","21:30","1","0"
"2017-06-26","21:45","1","27"
"2017-06-26","22:0","1","0"
"2017-06-26","22:15","1","0"
"2017-06-26","22:30","1","0"
"2017-06-26","22:45","1","0"
"2017-06-26","23:0","1","0"
"2017-06-26","23:15","1","0"
"2017-06-26","23:30","1","0"
"2017-06-26","23:45","1","0"
"2017-06-26","2:0","1","0"
"2017-06-26","2:15","1","0"
"2017-06-26","2:30","1","0"
"2017-06-26","2:45","1","0"
"2017-06-26","3:0","1","0"
"2017-06-26","3:15","1","0"
"2017-06-26","3:30","1","0"
"2017-06-26","3:45","1","0"
"2017-06-26","4:0","2","0"
"2017-06-26","4:15","2","0"
"2017-06-26","4:30","4","112"
"2017-06-26","4:45","4","147"
"2017-06-26","5:0","5","194"
"2017-06-26","5:15","5","59"
"2017-06-26","5:30","6","57"
"2017-06-26","5:45","6","171"
"2017-06-26","6:0","9","257"
"2017-06-26","6:15","9","441"
"2017-06-26","6:30","10","95"
"2017-06-26","6:45","10","301"
"2017-06-26","7:0","10","435"
"2017-06-26","7:15","10","651"
"2017-06-26","7:30","10","432"
"2017-06-26","7:45","10","381"
"2017-06-26","8:0","9","122"
"2017-06-26","8:15","9","369"
"2017-06-26","8:30","7","213"
"2017-06-26","8:45","7","190"
"2017-06-26","9:0","4","14"
"2017-06-26","9:15","4","0"
"2017-06-26","9:30","3","0"
"2017-06-26","9:45","3","11"
"2017-06-27","0:0","1","0"
"2017-06-27","0:15","0","0"
"2017-06-27","0:30","1","0"
"2017-06-27","0:45","1","14"
"2017-06-27","10:0","3","50"
"2017-06-27","10:15","3","208"
"2017-06-27","10:30","4","147"
"2017-06-27","10:45","4","189"
"2017-06-27","11:0","4","55"
"2017-06-27","11:15","4","57"
"2017-06-27","11:30","3","0"
"2017-06-27","11:45","3","116"
"2017-06-27","12:0","3","157"
"2017-06-27","12:15","3","3"
"2017-06-27","12:30","3","215"
"2017-06-27","12:45","3","47"
"2017-06-27","13:0","3","0"
"2017-06-27","13:15","3","142"
"2017-06-27","13:30","3","81"
"2017-06-27","13:45","3","0"
"2017-06-27","14:0","3","0"
"2017-06-27","14:15","3","40"
"2017-06-27","14:30","4","151"
"2017-06-27","14:45","4","215"
"2017-06-27","15:0","6","139"
"2017-06-27","15:15","6","291"
"2017-06-27","15:30","6","433"
"2017-06-27","15:45","6","190"
"2017-06-27","16:0","6","127"
"2017-06-27","16:15","6","14"
"2017-06-27","16:30","3","0"
"2017-06-27","16:45","3","0"
"2017-06-27","17:0","2","0"
"2017-06-27","17:15","2","0"
"2017-06-27","17:30","2","5"
"2017-06-27","17:45","2","0"
"2017-06-27","18:0","4","171"
"2017-06-27","18:15","4","189"
"2017-06-27","18:30","5","264"
"2017-06-27","18:45","5","142"
"2017-06-27","19:0","5","166"
"2017-06-27","19:15","5","95"
"2017-06-27","19:30","3","147"
"2017-06-27","19:45","3","13"
"2017-06-27","1:0","1","5"
"2017-06-27","1:15","1","0"
"2017-06-27","1:30","1","0"
"2017-06-27","1:45","1","0"
"2017-06-27","20:0","2","0"
"2017-06-27","20:15","2","0"
"2017-06-27","20:30","1","0"
"2017-06-27","20:45","1","0"
"2017-06-27","21:0","1","11"
"2017-06-27","21:15","1","7"
"2017-06-27","21:30","1","0"
"2017-06-27","21:45","1","28"
"2017-06-27","22:0","1","0"
"2017-06-27","22:15","1","0"
"2017-06-27","22:30","1","0"
"2017-06-27","22:45","1","0"
"2017-06-27","23:0","1","0"
"2017-06-27","23:15","1","0"
"2017-06-27","23:30","1","0"
"2017-06-27","23:45","1","0"
"2017-06-27","2:0","1","0"
"2017-06-27","2:15","1","0"
"2017-06-27","2:30","1","0"
"2017-06-27","2:45","1","0"
"2017-06-27","3:0","1","0"
"2017-06-27","3:15","1","0"
"2017-06-27","3:30","1","0"
"2017-06-27","3:45","1","0"
"2017-06-27","4:0","1","0"
"2017-06-27","4:15","1","0"
"2017-06-27","4:30","2","0"
"2017-06-27","4:45","2","68"
"2017-06-27","5:0","3","133"
"2017-06-27","5:15","3","34"
"2017-06-27","5:30","5","50"
"2017-06-27","5:45","5","175"
"2017-06-27","6:0","7","233"
"2017-06-27","6:15","7","282"
"2017-06-27","6:30","9","161"
"2017-06-27","6:45","9","161"
"2017-06-27","7:0","9","662"
"2017-06-27","7:15","9","717"
"2017-06-27","7:30","9","420"
"2017-06-27","7:45","9","390"
"2017-06-27","8:0","8","96"
"2017-06-27","8:15","8","186"
"2017-06-27","8:30","6","237"
"2017-06-27","8:45","6","343"
"2017-06-27","9:0","5","100"
"2017-06-27","9:15","5","0"
"2017-06-27","9:30","3","0"
"2017-06-27","9:45","3","0"
"2017-06-28","0:0","1","0"
"2017-06-28","0:15","0","0"
"2017-06-28","0:30","1","0"
"2017-06-28","0:45","1","1"
"2017-06-28","10:0","4","50"
"2017-06-28","10:15","4","208"
"2017-06-28","10:30","5","191"
"2017-06-28","10:45","5","414"
"2017-06-28","11:0","5","104"
"2017-06-28","11:15","5","51"
"2017-06-28","11:30","3","0"
"2017-06-28","11:45","3","114"
"2017-06-28","12:0","3","135"
"2017-06-28","12:15","3","3"
"2017-06-28","12:30","3","181"
"2017-06-28","12:45","3","3"
"2017-06-28","13:0","3","0"
"2017-06-28","13:15","3","145"
"2017-06-28","13:30","3","83"
"2017-06-28","13:45","3","0"
"2017-06-28","14:0","3","0"
"2017-06-28","14:15","3","40"
"2017-06-28","14:30","5","135"
"2017-06-28","14:45","5","218"
"2017-06-28","15:0","7","10"
"2017-06-28","15:15","7","450"
"2017-06-28","15:30","7","453"
"2017-06-28","15:45","7","154"
"2017-06-28","16:0","5","129"
"2017-06-28","16:15","5","15"
"2017-06-28","16:30","3","0"
"2017-06-28","16:45","3","0"
"2017-06-28","17:0","2","0"
"2017-06-28","17:15","2","0"
"2017-06-28","17:30","2","0"
"2017-06-28","17:45","2","0"
"2017-06-28","18:0","4","175"
"2017-06-28","18:15","4","198"
"2017-06-28","18:30","5","134"
"2017-06-28","18:45","5","330"
"2017-06-28","19:0","5","187"
"2017-06-28","19:15","5","240"
"2017-06-28","19:30","4","147"
"2017-06-28","19:45","4","8"
"2017-06-28","1:0","1","8"
"2017-06-28","1:15","1","0"
"2017-06-28","1:30","1","0"
"2017-06-28","1:45","1","0"
"2017-06-28","20:0","2","0"
"2017-06-28","20:15","2","0"
"2017-06-28","20:30","1","0"
"2017-06-28","20:45","1","0"
"2017-06-28","21:0","1","0"
"2017-06-28","21:15","1","0"
"2017-06-28","21:30","1","0"
"2017-06-28","21:45","1","43"
"2017-06-28","22:0","1","0"
"2017-06-28","22:15","1","0"
"2017-06-28","22:30","1","0"
"2017-06-28","22:45","1","0"
"2017-06-28","23:0","1","0"
"2017-06-28","23:15","1","0"
"2017-06-28","23:30","1","0"
"2017-06-28","23:45","1","9"
"2017-06-28","2:0","1","0"
"2017-06-28","2:15","1","0"
"2017-06-28","2:30","1","0"
"2017-06-28","2:45","1","0"
"2017-06-28","3:0","1","0"
"2017-06-28","3:15","1","0"
"2017-06-28","3:30","1","0"
"2017-06-28","3:45","1","0"
"2017-06-28","4:0","2","0"
"2017-06-28","4:15","2","0"
"2017-06-28","4:30","3","121"
"2017-06-28","4:45","3","139"
"2017-06-28","5:0","4","139"
"2017-06-28","5:15","4","83"
"2017-06-28","5:30","6","55"
"2017-06-28","5:45","6","148"
"2017-06-28","6:0","8","242"
"2017-06-28","6:15","8","486"
"2017-06-28","6:30","10","36"
"2017-06-28","6:45","10","126"
"2017-06-28","7:0","10","654"
"2017-06-28","7:15","10","496"
"2017-06-28","7:30","10","474"
"2017-06-28","7:45","10","478"
"2017-06-28","8:0","9","125"
"2017-06-28","8:15","9","226"
"2017-06-28","8:30","7","210"
"2017-06-28","8:45","7","354"
"2017-06-28","9:0","5","112"
"2017-06-28","9:15","5","0"
"2017-06-28","9:30","4","0"
"2017-06-28","9:45","4","0"
"2017-06-29","0:0","1","6"
"2017-06-29","0:15","0","0"
"2017-06-29","0:30","1","0"
"2017-06-29","0:45","1","0"
"2017-06-29","10:0","3","50"
"2017-06-29","10:15","3","207"
"2017-06-29","10:30","4","201"
"2017-06-29","10:45","4","198"
"2017-06-29","11:0","4","34"
"2017-06-29","11:15","4","56"
"2017-06-29","11:30","3","0"
"2017-06-29","11:45","3","114"
"2017-06-29","12:0","3","155"
"2017-06-29","12:15","3","0"
"2017-06-29","12:30","4","215"
"2017-06-29","12:45","4","93"
"2017-06-29","13:0","4","0"
"2017-06-29","13:15","4","139"
"2017-06-29","13:30","3","84"
"2017-06-29","13:45","3","0"
"2017-06-29","14:0","3","0"
"2017-06-29","14:15","3","0"
"2017-06-29","14:30","4","0"
"2017-06-29","14:45","4","202"
"2017-06-29","15:0","6","137"
"2017-06-29","15:15","6","294"
"2017-06-29","15:30","6","446"
"2017-06-29","15:45","6","189"
"2017-06-29","16:0","5","114"
"2017-06-29","16:15","5","8"
"2017-06-29","16:30","3","0"
"2017-06-29","16:45","3","0"
"2017-06-29","17:0","2","0"
"2017-06-29","17:15","2","0"
"2017-06-29","17:30","2","0"
"2017-06-29","17:45","2","4"
"2017-06-29","18:0","4","149"
"2017-06-29","18:15","4","192"
"2017-06-29","18:30","5","250"
"2017-06-29","18:45","5","127"
"2017-06-29","19:0","5","309"
"2017-06-29","19:15","5","141"
"2017-06-29","19:30","4","125"
"2017-06-29","19:45","4","21"
"2017-06-29","1:0","1","0"
"2017-06-29","1:15","1","0"
"2017-06-29","1:30","1","0"
"2017-06-29","1:45","1","13"
"2017-06-29","20:0","2","0"
"2017-06-29","20:15","2","0"
"2017-06-29","20:30","1","0"
"2017-06-29","20:45","1","0"
"2017-06-29","21:0","1","2"
"2017-06-29","21:15","1","1"
"2017-06-29","21:30","1","0"
"2017-06-29","21:45","1","35"
"2017-06-29","22:0","1","0"
"2017-06-29","22:15","1","0"
"2017-06-29","22:30","1","0"
"2017-06-29","22:45","1","0"
"2017-06-29","23:0","1","0"
"2017-06-29","23:15","1","0"
"2017-06-29","23:30","1","0"
"2017-06-29","23:45","1","0"
"2017-06-29","2:0","1","0"
"2017-06-29","2:15","1","0"
"2017-06-29","2:30","1","0"
"2017-06-29","2:45","1","0"
"2017-06-29","3:0","1","0"
"2017-06-29","3:15","1","0"
"2017-06-29","3:30","1","0"
"2017-06-29","3:45","1","0"
"2017-06-29","4:0","1","0"
"2017-06-29","4:15","1","0"
"2017-06-29","4:30","3","0"
"2017-06-29","4:45","3","60"
"2017-06-29","5:0","4","236"
"2017-06-29","5:15","4","64"
"2017-06-29","5:30","6","52"
"2017-06-29","5:45","6","130"
"2017-06-29","6:0","7","215"
"2017-06-29","6:15","7","315"
"2017-06-29","6:30","8","199"
"2017-06-29","6:45","8","96"
"2017-06-29","7:0","9","602"
"2017-06-29","7:15","9","487"
"2017-06-29","7:30","9","402"
"2017-06-29","7:45","9","415"
"2017-06-29","8:0","8","90"
"2017-06-29","8:15","8","352"
"2017-06-29","8:30","7","184"
"2017-06-29","8:45","7","329"
"2017-06-29","9:0","5","94"
"2017-06-29","9:15","5","0"
"2017-06-29","9:30","3","0"
"2017-06-29","9:45","3","0"
"2017-06-30","0:0","1","0"
"2017-06-30","0:15","0","0"
"2017-06-30","0:30","1","0"
"2017-06-30","0:45","1","0"
"2017-06-30","10:0","3","52"
"2017-06-30","10:15","3","205"
"2017-06-30","10:30","4","196"
"2017-06-30","10:45","4","277"
"2017-06-30","11:0","4","119"
"2017-06-30","11:15","4","53"
"2017-06-30","11:30","4","0"
"2017-06-30","11:45","4","96"
"2017-06-30","12:0","4","159"
"2017-06-30","12:15","4","5"
"2017-06-30","12:30","4","215"
"2017-06-30","12:45","4","94"
"2017-06-30","13:0","3","0"
"2017-06-30","13:15","3","144"
"2017-06-30","13:30","3","64"
"2017-06-30","13:45","3","0"
"2017-06-30","14:0","3","0"
"2017-06-30","14:15","3","27"
"2017-06-30","14:30","5","169"
"2017-06-30","14:45","5","241"
"2017-06-30","15:0","6","138"
"2017-06-30","15:15","6","276"
"2017-06-30","15:30","6","580"
"2017-06-30","15:45","6","203"
"2017-06-30","16:0","5","110"
"2017-06-30","16:15","5","11"
"2017-06-30","16:30","2","0"
"2017-06-30","16:45","2","0"
"2017-06-30","17:0","2","0"
"2017-06-30","17:15","2","0"
"2017-06-30","17:30","2","0"
"2017-06-30","17:45","2","0"
"2017-06-30","18:0","4","160"
"2017-06-30","18:15","4","195"
"2017-06-30","18:30","5","117"
"2017-06-30","18:45","5","294"
"2017-06-30","19:0","5","225"
"2017-06-30","19:15","5","103"
"2017-06-30","19:30","4","139"
"2017-06-30","19:45","4","24"
"2017-06-30","1:0","1","0"
"2017-06-30","1:15","1","0"
"2017-06-30","1:30","1","0"
"2017-06-30","1:45","1","0"
"2017-06-30","20:0","2","0"
"2017-06-30","20:15","2","0"
"2017-06-30","20:30","1","0"
"2017-06-30","20:45","1","0"
"2017-06-30","21:0","1","0"
"2017-06-30","21:15","1","0"
"2017-06-30","21:30","1","0"
"2017-06-30","21:45","1","37"
"2017-06-30","22:0","1","0"
"2017-06-30","22:15","1","0"
"2017-06-30","22:30","1","0"
"2017-06-30","22:45","1","0"
"2017-06-30","23:0","1","0"
"2017-06-30","23:15","1","0"
"2017-06-30","23:30","1","0"
"2017-06-30","23:45","1","15"
"2017-06-30","2:0","1","0"
"2017-06-30","2:15","1","0"
"2017-06-30","2:30","1","0"
"2017-06-30","2:45","1","0"
"2017-06-30","3:0","1","0"
"2017-06-30","3:15","1","0"
"2017-06-30","3:30","1","0"
"2017-06-30","3:45","1","0"
"2017-06-30","4:0","1","0"
"2017-06-30","4:15","1","0"
"2017-06-30","4:30","2","0"
"2017-06-30","4:45","2","54"
"2017-06-30","5:0","3","119"
"2017-06-30","5:15","3","97"
"2017-06-30","5:30","5","53"
"2017-06-30","5:45","5","158"
"2017-06-30","6:0","7","229"
"2017-06-30","6:15","7","390"
"2017-06-30","6:30","9","224"
"2017-06-30","6:45","9","334"
"2017-06-30","7:0","10","438"
"2017-06-30","7:15","10","645"
"2017-06-30","7:30","10","448"
"2017-06-30","7:45","10","601"
"2017-06-30","8:0","9","157"
"2017-06-30","8:15","9","202"
"2017-06-30","8:30","6","180"
"2017-06-30","8:45","6","290"
"2017-06-30","9:0","4","114"
"2017-06-30","9:15","4","0"
"2017-06-30","9:30","3","0"
"2017-06-30","9:45","3","0"
"2017-07-01","0:0","1","0"
"2017-07-01","0:15","0","0"
"2017-07-01","0:30","1","0"
"2017-07-01","0:45","1","0"
"2017-07-01","10:0","3","0"
"2017-07-01","10:15","3","2"
"2017-07-01","10:30","3","162"
"2017-07-01","10:45","3","213"
"2017-07-01","11:0","3","76"
"2017-07-01","11:15","3","71"
"2017-07-01","11:30","3","0"
"2017-07-01","11:45","3","92"
"2017-07-01","12:0","3","135"
"2017-07-01","12:15","3","0"
"2017-07-01","12:30","3","203"
"2017-07-01","12:45","3","18"
"2017-07-01","13:0","3","0"
"2017-07-01","13:15","3","139"
"2017-07-01","13:30","3","123"
"2017-07-01","13:45","3","0"
"2017-07-01","14:0","3","0"
"2017-07-01","14:15","3","47"
"2017-07-01","14:30","5","138"
"2017-07-01","14:45","5","231"
"2017-07-01","15:0","6","11"
"2017-07-01","15:15","6","431"
"2017-07-01","15:30","6","615"
"2017-07-01","15:45","6","257"
"2017-07-01","16:0","5","126"
"2017-07-01","16:15","5","17"
"2017-07-01","16:30","3","0"
"2017-07-01","16:45","3","0"
"2017-07-01","17:0","2","0"
"2017-07-01","17:15","2","0"
"2017-07-01","17:30","2","0"
"2017-07-01","17:45","2","0"
"2017-07-01","18:0","4","141"
"2017-07-01","18:15","4","98"
"2017-07-01","18:30","5","100"
"2017-07-01","18:45","5","110"
"2017-07-01","19:0","5","255"
"2017-07-01","19:15","5","268"
"2017-07-01","19:30","4","133"
"2017-07-01","19:45","4","20"
"2017-07-01","1:0","1","0"
"2017-07-01","1:15","1","0"
"2017-07-01","1:30","1","0"
"2017-07-01","1:45","1","0"
"2017-07-01","20:0","2","0"
"2017-07-01","20:15","2","0"
"2017-07-01","20:30","1","0"
"2017-07-01","20:45","1","0"
"2017-07-01","21:0","1","2"
"2017-07-01","21:15","1","0"
"2017-07-01","21:30","1","0"
"2017-07-01","21:45","1","33"
"2017-07-01","22:0","1","0"
"2017-07-01","22:15","1","0"
"2017-07-01","22:30","1","0"
"2017-07-01","22:45","1","0"
"2017-07-01","23:0","1","5"
"2017-07-01","23:15","1","0"
"2017-07-01","23:30","1","0"
"2017-07-01","23:45","1","0"
"2017-07-01","2:0","1","0"
"2017-07-01","2:15","1","0"
"2017-07-01","2:30","1","0"
"2017-07-01","2:45","1","0"
"2017-07-01","3:0","1","0"
"2017-07-01","3:15","1","0"
"2017-07-01","3:30","1","0"
"2017-07-01","3:45","1","0"
"2017-07-01","4:0","2","0"
"2017-07-01","4:15","2","0"
"2017-07-01","4:30","3","105"
"2017-07-01","4:45","3","97"
"2017-07-01","5:0","4","129"
"2017-07-01","5:15","4","89"
"2017-07-01","5:30","6","50"
"2017-07-01","5:45","6","181"
"2017-07-01","6:0","8","228"
"2017-07-01","6:15","8","457"
"2017-07-01","6:30","9","23"
"2017-07-01","6:45","9","127"
"2017-07-01","7:0","9","650"
"2017-07-01","7:15","9","555"
"2017-07-01","7:30","9","397"
"2017-07-01","7:45","9","485"
"2017-07-01","8:0","8","121"
"2017-07-01","8:15","8","378"
"2017-07-01","8:30","6","178"
"2017-07-01","8:45","6","276"
"2017-07-01","9:0","5","97"
"2017-07-01","9:15","5","0"
"2017-07-01","9:30","4","0"
"2017-07-01","9:45","4","22"
"2017-07-02","0:0","1","0"
"2017-07-02","0:15","0","4"
"2017-07-02","0:30","1","0"
"2017-07-02","0:45","1","0"
"2017-07-02","10:0","4","60"
"2017-07-02","10:15","4","199"
"2017-07-02","10:30","4","223"
"2017-07-02","10:45","4","322"
"2017-07-02","11:0","4","129"
"2017-07-02","11:15","4","60"
"2017-07-02","11:30","4","0"
"2017-07-02","11:45","4","103"
"2017-07-02","12:0","4","153"
"2017-07-02","12:15","4","0"
"2017-07-02","12:30","4","217"
"2017-07-02","12:45","4","99"
"2017-07-02","13:0","3","0"
"2017-07-02","13:15","3","150"
"2017-07-02","13:30","3","106"
"2017-07-02","13:45","3","0"
"2017-07-02","14:0","3","0"
"2017-07-02","14:15","3","43"
"2017-07-02","14:30","5","177"
"2017-07-02","14:45","5","229"
"2017-07-02","15:0","7","151"
"2017-07-02","15:15","7","313"
"2017-07-02","15:30","7","511"
"2017-07-02","15:45","7","233"
"2017-07-02","16:0","5","128"
"2017-07-02","16:15","5","23"
"2017-07-02","16:30","2","0"
"2017-07-02","16:45","2","0"
"2017-07-02","17:0","2","0"
"2017-07-02","17:15","2","0"
"2017-07-02","17:30","2","0"
"2017-07-02","17:45","2","0"
"2017-07-02","18:0","4","119"
"2017-07-02","18:15","4","174"
"2017-07-02","18:30","5","274"
"2017-07-02","18:45","5","124"
"2017-07-02","19:0","5","186"
"2017-07-02","19:15","5","103"
"2017-07-02","19:30","3","126"
"2017-07-02","19:45","3","30"
"2017-07-02","1:0","1","0"
"2017-07-02","1:15","1","0"
"2017-07-02","1:30","1","0"
"2017-07-02","1:45","1","0"
"2017-07-02","20:0","2","0"
"2017-07-02","20:15","2","0"
"2017-07-02","20:30","1","0"
"2017-07-02","20:45","1","0"
"2017-07-02","21:0","1","0"
"2017-07-02","21:15","1","0"
"2017-07-02","21:30","1","0"
"2017-07-02","21:45","1","38"
"2017-07-02","22:0","1","1"
"2017-07-02","22:15","1","0"
"2017-07-02","22:30","1","0"
"2017-07-02","22:45","1","0"
"2017-07-02","23:0","1","0"
"2017-07-02","23:15","1","0"
"2017-07-02","23:30","1","0"
"2017-07-02","23:45","1","0"
"2017-07-02","2:0","1","0"
"2017-07-02","2:15","1","0"
"2017-07-02","2:30","1","0"
"2017-07-02","2:45","1","0"
"2017-07-02","3:0","1","0"
"2017-07-02","3:15","1","0"
"2017-07-02","3:30","1","0"
"2017-07-02","3:45","1","0"
"2017-07-02","4:0","2","0"
"2017-07-02","4:15","2","0"
"2017-07-02","4:30","3","90"
"2017-07-02","4:45","3","132"
"2017-07-02","5:0","4","144"
"2017-07-02","5:15","4","82"
"2017-07-02","5:30","6","59"
"2017-07-02","5:45","6","192"
"2017-07-02","6:0","7","235"
"2017-07-02","6:15","7","309"
"2017-07-02","6:30","8","204"
"2017-07-02","6:45","8","118"
"2017-07-02","7:0","9","644"
"2017-07-02","7:15","9","426"
"2017-07-02","7:30","9","551"
"2017-07-02","7:45","9","341"
"2017-07-02","8:0","8","204"
"2017-07-02","8:15","8","254"
"2017-07-02","8:30","6","208"
"2017-07-02","8:45","6","346"
"2017-07-02","9:0","5","61"
"2017-07-02","9:15","5","0"
"2017-07-02","9:30","4","0"
"2017-07-02","9:45","4","0"
"2017-07-03","0:0","1","0"
"2017-07-03","0:15","0","0"
"2017-07-03","0:30","1","0"
"2017-07-03","0:45","1","0"
"2017-07-03","10:0","3","0"
"2017-07-03","10:15","3","2"
"2017-07-03","10:30","3","157"
"2017-07-03","10:45","3","206"
"2017-07-03","11:0","3","71"
"2017-07-03","11:15","3","66"
"2017-07-03","11:30","3","0"
"2017-07-03","11:45","3","104"
"2017-07-03","12:0","3","136"
"2017-07-03","12:15","3","0"
"2017-07-03","12:30","3","216"
"2017-07-03","12:45","3","27"
"2017-07-03","13:0","3","0"
"2017-07-03","13:15","3","145"
"2017-07-03","13:30","3","92"
"2017-07-03","13:45","3","0"
"2017-07-03","14:0","3","0"
"2017-07-03","14:15","3","54"
"2017-07-03","14:30","5","128"
"2017-07-03","14:45","5","216"
"2017-07-03","15:0","7","152"
"2017-07-03","15:15","7","361"
"2017-07-03","15:30","7","604"
"2017-07-03","15:45","7","217"
"2017-07-03","16:0","6","128"
"2017-07-03","16:15","6","16"
"2017-07-03","16:30","2","0"
"2017-07-03","16:45","2","0"
"2017-07-03","17:0","2","0"
"2017-07-03","17:15","2","0"
"2017-07-03","17:30","3","0"
"2017-07-03","17:45","3","0"
"2017-07-03","18:0","5","157"
"2017-07-03","18:15","5","193"
"2017-07-03","18:30","6","150"
"2017-07-03","18:45","6","330"
"2017-07-03","19:0","6","278"
"2017-07-03","19:15","6","236"
"2017-07-03","19:30","4","133"
"2017-07-03","19:45","4","23"
"2017-07-03","1:0","1","0"
"2017-07-03","1:15","1","3"
"2017-07-03","1:30","1","3"
"2017-07-03","1:45","1","0"
"2017-07-03","20:0","2","0"
"2017-07-03","20:15","2","0"
"2017-07-03","20:30","1","0"
"2017-07-03","20:45","1","0"
"2017-07-03","21:0","1","0"
"2017-07-03","21:15","1","0"
"2017-07-03","21:30","1","0"
"2017-07-03","21:45","1","28"
"2017-07-03","22:0","1","0"
"2017-07-03","22:15","1","0"
"2017-07-03","22:30","1","0"
"2017-07-03","22:45","1","0"
"2017-07-03","23:0","1","0"
"2017-07-03","23:15","1","0"
"2017-07-03","23:30","1","0"
"2017-07-03","23:45","1","0"
"2017-07-03","2:0","1","0"
"2017-07-03","2:15","1","0"
"2017-07-03","2:30","1","0"
"2017-07-03","2:45","1","0"
"2017-07-03","3:0","1","0"
"2017-07-03","3:15","1","0"
"2017-07-03","3:30","1","0"
"2017-07-03","3:45","1","0"
"2017-07-03","4:0","1","0"
"2017-07-03","4:15","1","0"
"2017-07-03","4:30","4","113"
"2017-07-03","4:45","4","150"
"2017-07-03","5:0","4","199"
"2017-07-03","5:15","4","58"
"2017-07-03","5:30","6","54"
"2017-07-03","5:45","6","178"
"2017-07-03","6:0","8","265"
"2017-07-03","6:15","8","443"
"2017-07-03","6:30","9","101"
"2017-07-03","6:45","9","290"
"2017-07-03","7:0","9","442"
"2017-07-03","7:15","9","669"
"2017-07-03","7:30","9","444"
"2017-07-03","7:45","9","407"
"2017-07-03","8:0","8","111"
"2017-07-03","8:15","8","390"
"2017-07-03","8:30","7","214"
"2017-07-03","8:45","7","193"
"2017-07-03","9:0","4","16"
"2017-07-03","9:15","4","0"
"2017-07-03","9:30","3","0"
"2017-07-03","9:45","3","11"
"2017-07-04","0:0","1","0"
"2017-07-04","0:15","0","0"
"2017-07-04","0:30","1","0"
"2017-07-04","0:45","1","9"
"2017-07-04","10:0","4","59"
"2017-07-04","10:15","4","201"
"2017-07-04","10:30","3","150"
"2017-07-04","10:45","3","193"
